threshVal,depthLevel,numHullPoints,numDefects,bbox.width,bbox.height,aspect_ratio,area,perimeter,gesture_label
144,10,13,7,255,290,0.87931,17206,957.034,pinch_5.csv
144,10,14,8,256,288,0.888889,17206.5,957.134,pinch_5.csv
144,10,15,11,257,288,0.892361,17242,961.034,pinch_5.csv
144,10,14,8,256,287,0.891986,17283,959.519,pinch_5.csv
144,10,14,10,256,287,0.891986,17311.5,957.963,pinch_5.csv
144,10,14,8,256,287,0.891986,17343.5,959.619,pinch_5.csv
144,10,13,7,256,288,0.888889,17433,961.519,pinch_5.csv
144,10,11,7,255,289,0.882353,17429,964.347,pinch_5.csv
144,10,15,9,249,292,0.85274,17411,962.347,pinch_5.csv
144,10,17,13,186,305,0.609836,19286,1144.97,pinch_5.csv
144,10,17,11,153,267,0.573034,17612,976.891,pinch_5.csv
144,10,23,17,142,256,0.554688,16912,1087.89,pinch_5.csv
144,10,20,14,140,254,0.551181,16737.5,1089.64,pinch_5.csv
144,10,20,14,139,252,0.551587,18540.5,775.796,pinch_5.csv
144,10,21,15,138,251,0.549801,18372.5,776.139,pinch_5.csv
144,10,19,13,137,250,0.548,18302,771.897,pinch_5.csv
144,10,23,17,138,250,0.552,18304,773.411,pinch_5.csv
144,10,19,14,138,250,0.552,18334,771.411,pinch_5.csv
144,10,23,17,138,249,0.554217,18361,771.897,pinch_5.csv
144,10,20,14,140,248,0.564516,16543.5,1010.93,pinch_5.csv
144,10,17,12,163,276,0.59058,16723.5,955.051,pinch_5.csv
144,10,14,8,205,274,0.748175,15522.5,904.423,pinch_5.csv
144,10,12,6,233,270,0.862963,15552,914.95,pinch_5.csv
144,10,19,12,247,263,0.939163,15536.5,915.335,pinch_5.csv
144,10,16,11,254,255,0.996078,15450.5,914.021,pinch_5.csv
144,10,15,9,255,250,1.02,15250,907.779,pinch_5.csv
144,10,18,12,258,247,1.04453,15116,907.436,pinch_5.csv
144,10,17,11,259,246,1.05285,15165.5,907.193,pinch_5.csv
144,10,17,11,260,246,1.05691,15171,912.607,pinch_5.csv
144,10,14,8,260,245,1.06122,15186.5,910.021,pinch_5.csv
144,10,16,11,262,245,1.06939,15196.5,910.85,pinch_5.csv
144,10,16,10,261,246,1.06098,15262.5,914.021,pinch_5.csv
144,10,13,7,261,246,1.06098,15289.5,911.879,pinch_5.csv
144,10,15,9,262,246,1.06504,15332,912.607,pinch_5.csv
144,10,17,11,262,246,1.06504,15303.5,916.85,pinch_5.csv
144,10,16,10,259,244,1.06148,15148,906.607,pinch_5.csv
144,10,17,11,220,236,0.932203,14760,860.181,pinch_5.csv
144,10,25,18,172,232,0.741379,16481.5,930.992,pinch_5.csv
144,10,23,17,156,217,0.718894,18047,769.553,pinch_5.csv
144,10,21,15,154,212,0.726415,17764,773.696,pinch_5.csv
144,10,23,16,154,210,0.733333,17630.5,779.453,pinch_5.csv
144,10,23,17,153,210,0.728571,17639.5,778.968,pinch_5.csv
144,10,24,18,153,211,0.725118,17719,786.181,pinch_5.csv
144,10,22,16,152,211,0.720379,17741.5,781.938,pinch_5.csv
144,10,19,14,152,212,0.716981,17750.5,783.595,pinch_5.csv
144,10,22,16,150,212,0.707547,17685,781.553,pinch_5.csv
144,10,23,17,151,212,0.712264,17646,786.524,pinch_5.csv
144,10,21,15,149,212,0.70283,17666,783.696,pinch_5.csv
144,10,22,16,149,211,0.706161,17604.5,781.453,pinch_5.csv
144,10,25,18,147,210,0.7,17466.5,778.281,pinch_5.csv
144,10,24,18,145,209,0.69378,17330.5,770.968,pinch_5.csv
144,10,25,19,142,210,0.67619,17405,749.411,pinch_5.csv
144,10,20,14,169,214,0.78972,14836.5,958.448,pinch_5.csv
144,10,20,16,236,109,2.16514,11827,720.784,pinch_5.csv
144,10,19,13,253,194,1.30412,12543.5,829.654,pinch_5.csv
144,10,18,12,259,198,1.30808,13028,847.553,pinch_5.csv
144,10,18,11,259,202,1.28218,13537.5,854.482,pinch_5.csv
144,10,21,14,256,209,1.22488,13998.5,858.139,pinch_5.csv
144,10,19,12,254,212,1.19811,14156.5,862.139,pinch_5.csv
