threshVal,depthLevel,numHullPoints,numDefects,bbox.width,bbox.height,aspect_ratio,area,perimeter,gesture_label
144,10,15,11,164,305,0.537705,23179.5,1190.33,number1_3.csv
144,10,18,14,163,305,0.534426,23142,1148.92,number1_3.csv
144,10,17,13,163,305,0.534426,23153,1159.74,number1_3.csv
144,10,17,15,163,305,0.534426,23371.5,1092.39,number1_3.csv
144,10,16,14,162,304,0.532895,23039,1157.26,number1_3.csv
144,10,16,13,162,304,0.532895,23182,1145.95,number1_3.csv
144,10,17,14,162,303,0.534653,23142.5,1155.84,number1_3.csv
144,10,15,14,162,303,0.534653,23240.5,1065.76,number1_3.csv
144,10,15,12,162,302,0.536424,23321.5,1065.08,number1_3.csv
144,10,16,14,162,302,0.536424,23065,1154.92,number1_3.csv
144,10,13,12,162,301,0.538206,23299.5,1065.76,number1_3.csv
144,10,15,14,162,301,0.538206,23300,1059.18,number1_3.csv
144,10,14,12,162,301,0.538206,23300,1062,number1_3.csv
144,10,16,13,163,302,0.539735,23323,1089.32,number1_3.csv
144,10,16,14,163,303,0.537954,23351,1111.6,number1_3.csv
144,10,16,14,164,304,0.539474,23270.5,1154.33,number1_3.csv
144,10,16,13,164,304,0.539474,23270,1149.4,number1_3.csv
144,10,18,15,165,305,0.540984,23367.5,1155.64,number1_3.csv
144,10,19,14,166,306,0.542484,23230,1196.03,number1_3.csv
144,10,20,15,167,307,0.543974,23264.5,1169.99,number1_3.csv
144,10,19,15,168,308,0.545455,23288,1201.2,number1_3.csv
144,10,20,16,168,308,0.545455,23321.5,1178.13,number1_3.csv
144,10,18,13,169,308,0.548701,23263,1201.2,number1_3.csv
144,10,18,14,169,309,0.546926,23261.5,1175.99,number1_3.csv
144,10,17,13,170,309,0.550162,23275,1176.92,number1_3.csv
144,10,19,15,170,310,0.548387,23294,1189.26,number1_3.csv
144,10,18,13,171,310,0.551613,23261,1173.26,number1_3.csv
144,10,19,14,171,314,0.544586,23267,1191.6,number1_3.csv
144,10,18,13,171,323,0.529412,23603.5,1184.79,number1_3.csv
144,10,13,9,169,309,0.546926,22796.5,1118.91,number1_3.csv
144,10,12,7,173,267,0.64794,22343.5,1046.97,number1_3.csv
