threshVal,depthLevel,numHullPoints,numDefects,bbox.width,bbox.height,aspect_ratio,area,perimeter,gesture_label
144,10,22,18,134,244,0.54918,18717.5,811.654,closeFist_4.csv
144,10,26,19,136,244,0.557377,18778.5,813.654,closeFist_4.csv
144,10,23,17,137,244,0.561475,18791,815.068,closeFist_4.csv
144,10,22,17,138,243,0.567901,18784,813.897,closeFist_4.csv
144,10,21,16,139,243,0.572016,18786.5,819.796,closeFist_4.csv
144,10,21,16,139,243,0.572016,18840.5,814.482,closeFist_4.csv
144,10,24,18,139,243,0.572016,18809.5,814.825,closeFist_4.csv
144,10,22,18,139,243,0.572016,18845.5,815.311,closeFist_4.csv
144,10,23,19,139,243,0.572016,18874.5,816.825,closeFist_4.csv
144,10,24,18,139,243,0.572016,18890,817.068,closeFist_4.csv
144,10,21,15,139,243,0.572016,18899.5,816.968,closeFist_4.csv
144,10,21,15,138,243,0.567901,18879.5,813.654,closeFist_4.csv
144,10,21,15,138,243,0.567901,18825,813.897,closeFist_4.csv
144,10,24,17,139,244,0.569672,18898,819.897,closeFist_4.csv
144,10,20,15,142,254,0.559055,19952,837.553,closeFist_4.csv
144,10,21,16,148,282,0.524823,23501,901.068,closeFist_4.csv
144,10,18,13,206,333,0.618619,28944.5,1376.61,closeFist_4.csv
144,10,16,10,179,352,0.508523,28580,1614.03,closeFist_4.csv
144,10,17,10,187,350,0.534286,27843.5,1631.73,closeFist_4.csv
144,10,15,9,188,348,0.54023,28395.5,1589.87,closeFist_4.csv
144,10,15,10,190,347,0.54755,28660,1610.74,closeFist_4.csv
144,10,18,12,190,347,0.54755,28949,1588.11,closeFist_4.csv
144,10,17,12,190,347,0.54755,29009.5,1614.5,closeFist_4.csv
144,10,16,11,189,347,0.544669,28994,1592.94,closeFist_4.csv
144,10,16,10,189,347,0.544669,29024.5,1595.53,closeFist_4.csv
144,10,16,10,188,348,0.54023,29017.5,1596.01,closeFist_4.csv
144,10,15,10,189,348,0.543103,29015,1624.45,closeFist_4.csv
144,10,18,12,189,348,0.543103,28904.5,1632.35,closeFist_4.csv
144,10,16,10,188,347,0.541787,28605,1646.45,closeFist_4.csv
144,10,19,13,187,347,0.538905,28604,1643.48,closeFist_4.csv
144,10,19,13,172,330,0.521212,26754.5,1421.7,closeFist_4.csv
144,10,25,19,162,276,0.586957,23659.5,890.482,closeFist_4.csv
144,10,22,15,161,254,0.633858,21492,836.725,closeFist_4.csv
144,10,21,15,160,232,0.689655,19342.5,846.624,closeFist_4.csv
144,10,19,14,164,227,0.722467,19464.5,814.624,closeFist_4.csv
144,10,22,16,166,225,0.737778,19355.5,814.968,closeFist_4.csv
144,10,22,17,167,225,0.742222,19326.5,802.968,closeFist_4.csv
144,10,20,14,166,226,0.734513,19329.5,802.624,closeFist_4.csv
144,10,20,14,165,228,0.723684,19385,806.382,closeFist_4.csv
144,10,18,13,166,230,0.721739,19448.5,806.281,closeFist_4.csv
144,10,22,18,165,233,0.708155,19443.5,811.938,closeFist_4.csv
144,10,23,19,165,235,0.702128,19450.5,812.281,closeFist_4.csv
144,10,22,17,166,238,0.697479,19443.5,814.767,closeFist_4.csv
144,10,20,15,168,240,0.7,19498.5,820.423,closeFist_4.csv
144,10,23,17,171,241,0.709544,19609,824.181,closeFist_4.csv
144,10,20,15,176,243,0.72428,19766.5,829.252,closeFist_4.csv
144,10,21,16,180,244,0.737705,19952,835.151,closeFist_4.csv
144,10,22,15,184,245,0.75102,20284.5,841.879,closeFist_4.csv
144,10,28,22,196,258,0.75969,22316.5,836.365,closeFist_4.csv
144,10,20,15,246,286,0.86014,27438,1118.8,closeFist_4.csv
144,10,17,10,272,321,0.847352,30198.5,1471.49,closeFist_4.csv
144,10,20,14,280,335,0.835821,31788,1720.53,closeFist_4.csv
144,10,16,11,288,326,0.883436,32211.5,1755.06,closeFist_4.csv
144,10,15,11,304,316,0.962025,32457,1766.9,closeFist_4.csv
144,10,16,11,314,308,1.01948,32595,1777.32,closeFist_4.csv
144,10,16,11,321,301,1.06645,32672,1791.12,closeFist_4.csv
144,10,17,10,326,298,1.09396,32654.5,1815.3,closeFist_4.csv
144,10,14,9,328,296,1.10811,32511,1832.86,closeFist_4.csv
144,10,16,11,328,297,1.10438,32480,1864.8,closeFist_4.csv
144,10,15,11,328,297,1.10438,32510.5,1861.04,closeFist_4.csv
144,10,15,10,328,297,1.10438,32475.5,1860.56,closeFist_4.csv
144,10,15,11,326,297,1.09764,32363.5,1862.56,closeFist_4.csv
144,10,16,10,325,298,1.0906,32189.5,1835.25,closeFist_4.csv
144,10,16,12,323,298,1.08389,31936.5,1896.22,closeFist_4.csv
144,10,15,10,321,299,1.07358,31979,1844.03,closeFist_4.csv
144,10,16,10,319,300,1.06333,31705,1899.29,closeFist_4.csv
144,10,17,10,318,301,1.05648,31540.5,1902.22,closeFist_4.csv
144,10,15,10,316,300,1.05333,31161.5,1888.9,closeFist_4.csv
144,10,16,10,296,273,1.08425,27627.5,1474.2,closeFist_4.csv
144,10,20,14,262,246,1.06504,24898.5,1131.61,closeFist_4.csv
144,10,23,18,237,222,1.06757,20699,910.774,closeFist_4.csv
144,10,21,15,239,209,1.14354,19207.5,854.105,closeFist_4.csv
144,10,21,15,239,196,1.21939,18910.5,725.879,closeFist_4.csv
144,10,23,17,238,195,1.22051,18982.5,716.222,closeFist_4.csv
144,10,21,15,239,195,1.22564,18944.5,715.051,closeFist_4.csv
144,10,22,15,239,195,1.22564,18934,716.465,closeFist_4.csv
144,10,21,14,239,195,1.22564,18926.5,716.222,closeFist_4.csv
144,10,21,15,239,196,1.21939,18946.5,718.222,closeFist_4.csv
144,10,17,12,239,195,1.22564,18946.5,716.566,closeFist_4.csv
144,10,18,11,239,195,1.22564,18981,717.637,closeFist_4.csv
144,10,19,12,240,196,1.22449,18990.5,715.051,closeFist_4.csv
144,10,17,11,240,196,1.22449,18913.5,721.051,closeFist_4.csv
144,10,16,11,239,207,1.15459,19269,854.833,closeFist_4.csv
144,10,20,14,257,224,1.14732,22348.5,1033.04,closeFist_4.csv
144,10,18,14,272,253,1.0751,26580,1011.14,closeFist_4.csv
144,10,14,7,298,308,0.967532,30619.5,1667.8,closeFist_4.csv
