num_convex_hull_points,num_convexity_defects,bounding_box_width,bounding_box_height,aspect_ratio,contour_area,contour_perimeter,label
11,8,310,341,0.909091,57169.5,1981.03,gesture_name
10,7,310,340,0.911765,57697,2045.13,gesture_name
12,8,315,340,0.926471,58675.5,2004.75,gesture_name
13,11,310,330,0.939394,58146.5,1863.69,gesture_name
11,8,310,341,0.909091,58081,2132.33,gesture_name
12,10,314,341,0.920821,59522.5,1732.64,gesture_name
14,10,311,340,0.914706,56805.5,2405.51,gesture_name
9,6,315,341,0.923754,58104,2067.96,gesture_name
12,9,311,338,0.920118,58798.5,1881.69,gesture_name
10,8,312,340,0.917647,58901.5,1823.89,gesture_name
10,9,316,336,0.940476,57161,1757.65,gesture_name
15,11,312,335,0.931343,58538.5,1953.09,gesture_name
9,7,316,342,0.923977,59261,1850.28,gesture_name
11,9,313,338,0.926036,58870.5,1851.41,gesture_name
12,10,312,339,0.920354,58912.5,1914.32,gesture_name
10,8,313,340,0.920588,58834,1850.08,gesture_name
9,7,316,341,0.926686,58406,2026.44,gesture_name
11,9,314,340,0.923529,59390,1837.94,gesture_name
12,10,312,341,0.914956,60373,1649.77,gesture_name
11,9,314,341,0.920821,60238.5,1816.58,gesture_name
14,12,312,336,0.928571,59507,1840.42,gesture_name
13,10,306,340,0.9,57612,1606.6,gesture_name
10,7,312,341,0.914956,58127,1701.85,gesture_name
16,10,321,336,0.955357,58848.5,1781.89,gesture_name
16,10,346,343,1.00875,61868.5,1648.21,gesture_name
13,10,360,340,1.05882,62340,1826.96,gesture_name
16,12,376,339,1.10914,67861.5,1575.02,gesture_name
19,17,397,387,1.02584,90405,2612.38,gesture_name
16,12,407,454,0.896476,109418,3062.73,gesture_name
17,13,409,466,0.877682,115940,2399.97,gesture_name
15,13,273,341,0.800587,52435.5,1671.07,gesture_name
16,11,276,340,0.811765,52962,1659.02,gesture_name
17,13,277,338,0.819527,53034.5,1812.18,gesture_name
15,11,277,336,0.824405,53153,1859.39,gesture_name
13,9,287,342,0.839181,53348,1929.82,gesture_name
13,8,279,342,0.815789,53459.5,1794.66,gesture_name
13,7,295,341,0.865103,53481,1775.25,gesture_name
21,16,278,334,0.832335,53266.5,1750.86,gesture_name
13,8,289,340,0.85,53296,1924.16,gesture_name
12,8,293,341,0.859238,53832.5,1703.61,gesture_name
12,7,276,341,0.809384,53668.5,1710.72,gesture_name
17,13,282,339,0.831858,53413.5,1837.63,gesture_name
12,9,290,341,0.85044,53261.5,1939.63,gesture_name
12,8,297,342,0.868421,54243.5,1817.29,gesture_name
14,9,290,341,0.85044,53545,1862.5,gesture_name
12,6,279,341,0.818182,53960,1748.14,gesture_name
12,7,280,339,0.825959,53407.5,1789.15,gesture_name
14,10,287,340,0.844118,53708,1817.73,gesture_name
13,11,280,337,0.830861,53648,1862.16,gesture_name
17,11,278,339,0.820059,53834.5,1630.01,gesture_name
13,10,290,340,0.852941,53496.5,1794.18,gesture_name
13,7,291,341,0.853372,53665.5,1901.78,gesture_name
12,8,279,339,0.823009,53841.5,1692.24,gesture_name
15,12,283,338,0.837278,53454,1799.94,gesture_name
8,6,287,342,0.839181,53679,1799.79,gesture_name
14,11,275,340,0.808824,53537,1772.28,gesture_name
13,10,277,342,0.809942,53220,1813.39,gesture_name
16,9,279,339,0.823009,53836,1751.11,gesture_name
16,10,276,331,0.833837,53230,1901.68,gesture_name
10,7,284,341,0.832845,53528,1722.82,gesture_name
14,9,276,339,0.814159,53619.5,1804.52,gesture_name
12,9,278,340,0.817647,53542,1676.2,gesture_name
12,9,280,336,0.833333,53127.5,1865.09,gesture_name
13,9,278,341,0.815249,53186,1812.7,gesture_name
12,7,283,337,0.839763,53616.5,1797.98,gesture_name
15,9,282,337,0.836795,53033,2000.1,gesture_name
13,9,289,336,0.860119,52982,1903.53,gesture_name
12,9,279,341,0.818182,53326,2030.73,gesture_name
15,9,282,338,0.83432,53482.5,1800.86,gesture_name
14,11,275,331,0.830816,53225.5,1804.32,gesture_name
10,7,279,341,0.818182,53388.5,1919.52,gesture_name
13,8,287,339,0.846608,53360,1925.62,gesture_name
13,9,281,341,0.824047,53272,1793.25,gesture_name
13,8,286,340,0.841176,53462.5,1956,gesture_name
12,9,284,339,0.837758,53305.5,1855.43,gesture_name
12,7,287,340,0.844118,53237,1968.79,gesture_name
11,9,279,337,0.827893,53637.5,1681.61,gesture_name
11,6,284,341,0.832845,53459.5,1773.69,gesture_name
11,5,287,340,0.844118,53077.5,1957.37,gesture_name
11,7,291,334,0.871257,53687,1708.88,gesture_name
14,11,276,330,0.836364,53439.5,1791.15,gesture_name
14,9,280,337,0.830861,53481.5,1964.89,gesture_name
11,9,288,333,0.864865,53566,1677.37,gesture_name
16,11,278,340,0.817647,53509,1944.59,gesture_name
9,5,293,341,0.859238,53327,1902.65,gesture_name
12,8,276,340,0.811765,53435,1939.96,gesture_name
15,9,295,342,0.862573,56995.5,1565.87,gesture_name
13,9,296,342,0.865497,57216,1569.97,gesture_name
13,9,287,340,0.844118,53491,1762.96,gesture_name
22,17,283,414,0.683575,37625,1857.81,gesture_name
21,18,281,412,0.682039,35605.5,1895.56,gesture_name
22,17,277,410,0.67561,33466,1910.92,gesture_name
22,17,271,409,0.662592,31278.5,1952.96,gesture_name
17,12,267,408,0.654412,26790.5,1777.56,gesture_name
21,17,265,408,0.64951,29477,2003.63,gesture_name
21,16,267,408,0.654412,29491.5,2008.5,gesture_name
23,18,267,408,0.654412,29531,2014.74,gesture_name
21,15,267,407,0.65602,29568,2005.29,gesture_name
16,12,259,406,0.637931,22899,1967.71,gesture_name
18,12,214,325,0.658462,17029,1503.78,gesture_name
15,9,209,322,0.649068,16104,1621.32,gesture_name
16,12,213,310,0.687097,15756,1510.27,gesture_name
15,9,205,288,0.711806,15156,1354.73,gesture_name
16,12,207,308,0.672078,15301,1480.27,gesture_name
17,11,211,313,0.674121,15266,1514.27,gesture_name
14,9,214,299,0.715719,14952.5,1378.63,gesture_name
14,10,215,299,0.719064,14993,1389.36,gesture_name
18,12,217,328,0.661585,16017.5,1597.08,gesture_name
20,14,215,328,0.655488,15967,1614.49,gesture_name
17,10,214,328,0.652439,16221.5,1607.77,gesture_name
15,10,216,328,0.658537,16853.5,1566.45,gesture_name
18,12,221,328,0.67378,16753,1560.9,gesture_name
18,14,260,405,0.641975,20098.5,1917.87,gesture_name
19,14,259,394,0.65736,16026.5,1394.81,gesture_name
20,17,251,277,0.906137,11360,1199.65,gesture_name
21,16,286,365,0.783562,16287.5,1195.29,gesture_name
18,13,288,371,0.77628,16703.5,1238.75,gesture_name
22,16,288,372,0.774194,18020.5,1433.06,gesture_name
18,13,286,401,0.713217,20698,1787.35,gesture_name
14,9,287,402,0.71393,20944.5,1786.48,gesture_name
18,13,281,405,0.693827,19610.5,1492.57,gesture_name
15,9,279,406,0.687192,21347,1745.95,gesture_name
14,12,279,408,0.683824,20096.5,1509.26,gesture_name
15,11,274,409,0.669927,20460,1503.21,gesture_name
14,9,268,413,0.64891,20551.5,1516.97,gesture_name
14,11,266,393,0.676845,20856,1509.07,gesture_name
19,14,265,401,0.660848,20758,1473.42,gesture_name
21,16,267,424,0.629717,20995.5,1564.23,gesture_name
22,17,261,420,0.621429,22170,1578.95,gesture_name
17,12,254,426,0.596244,22297.5,1419.72,gesture_name
16,10,254,450,0.564444,22515.5,1421.57,gesture_name
20,14,257,456,0.563596,22720.5,1475.03,gesture_name
20,12,266,441,0.603175,23574.5,1632.08,gesture_name
15,11,275,443,0.620767,22799,1606.61,gesture_name
19,14,279,408,0.683824,22609.5,1393.52,gesture_name
18,14,292,400,0.73,21980,1500.47,gesture_name
15,10,304,417,0.729017,22296.5,1686.05,gesture_name
20,12,307,414,0.741546,22382.5,1674.05,gesture_name
19,12,314,406,0.773399,22312.5,1668.68,gesture_name
21,14,318,402,0.791045,22380.5,1769.45,gesture_name
21,16,323,417,0.77458,22327,1848.54,gesture_name
23,16,326,426,0.765258,21984,1925.17,gesture_name
22,19,324,419,0.77327,21921,1890.89,gesture_name
21,17,323,424,0.761792,21809.5,1909.13,gesture_name
20,15,323,422,0.765403,21817,1904,gesture_name
22,16,323,423,0.763593,21826,1898.74,gesture_name
16,11,330,423,0.780142,24256,1802.72,gesture_name
21,16,334,438,0.762557,29424.5,1956.56,gesture_name
20,12,334,442,0.755656,30977,2009.29,gesture_name
21,14,338,443,0.76298,32186,2170.14,gesture_name
19,13,345,445,0.775281,37531.5,2491.26,gesture_name
27,23,348,446,0.780269,39294,2566.62,gesture_name
22,17,350,446,0.784753,41498,2652.56,gesture_name
23,18,356,448,0.794643,45060,2647.24,gesture_name
16,13,433,450,0.962222,80322,4751.65,gesture_name
20,17,433,450,0.962222,80231,4900.31,gesture_name
20,16,433,451,0.960089,79960.5,4856.46,gesture_name
15,13,432,451,0.957871,79553.5,4861.09,gesture_name
18,16,433,452,0.957965,79808.5,4741.75,gesture_name
17,14,433,452,0.957965,79944,4922.51,gesture_name
16,13,433,452,0.957965,80408.5,5058.97,gesture_name
17,14,434,452,0.960177,79830.5,4735.47,gesture_name
26,21,355,452,0.785398,46141.5,2680.26,gesture_name
23,20,350,452,0.774336,43866,2647.24,gesture_name
25,18,348,452,0.769912,42743,2693.95,gesture_name
25,19,347,452,0.767699,41712,2692.56,gesture_name
23,18,347,452,0.767699,40510.5,2576.92,gesture_name
24,18,346,452,0.765487,40561.5,2611.14,gesture_name
22,17,344,453,0.759382,40632,2670.36,gesture_name
24,19,345,453,0.761589,40535.5,2648.8,gesture_name
23,19,345,453,0.761589,40573,2633.24,gesture_name
24,18,343,453,0.757174,40421.5,2582.23,gesture_name
22,18,345,453,0.761589,40628,2653.67,gesture_name
24,19,344,453,0.759382,40679,2684.36,gesture_name
26,20,344,453,0.759382,40540,2602.13,gesture_name
22,16,345,453,0.761589,40475.5,2619.83,gesture_name
24,19,344,453,0.759382,40362,2609.39,gesture_name
24,18,343,452,0.75885,40423.5,2625.49,gesture_name
23,17,343,452,0.75885,40479.5,2602.8,gesture_name
21,16,344,453,0.759382,40539.5,2640.8,gesture_name
23,18,345,453,0.761589,40486,2613.59,gesture_name
23,18,344,454,0.757709,40518,2668.07,gesture_name
24,18,343,454,0.755507,40518.5,2607.49,gesture_name
25,19,343,454,0.755507,40576,2669.39,gesture_name
23,18,344,453,0.759382,40695,2638.56,gesture_name
25,19,344,454,0.757709,40596.5,2663.77,gesture_name
26,20,344,454,0.757709,40501.5,2603.2,gesture_name
24,19,343,453,0.757174,40418,2663.53,gesture_name
24,21,343,454,0.755507,40596.5,2638.66,gesture_name
21,17,344,453,0.759382,40329.5,2639.43,gesture_name
23,19,344,453,0.759382,40461,2586.41,gesture_name
21,18,343,453,0.757174,40374,2619.1,gesture_name
24,19,342,454,0.753304,40399.5,2665.77,gesture_name
22,17,343,454,0.755507,40464.5,2681.37,gesture_name
27,23,343,454,0.755507,40383.5,2640.46,gesture_name
23,17,343,454,0.755507,40338.5,2682.74,gesture_name
23,17,342,454,0.753304,40288.5,2646.66,gesture_name
21,17,343,454,0.755507,40405,2630.27,gesture_name
25,19,343,454,0.755507,40447.5,2671.97,gesture_name
21,18,345,454,0.759912,40381.5,2650.46,gesture_name
23,18,343,454,0.755507,40260.5,2624.8,gesture_name
23,19,344,455,0.756044,40564,2698.7,gesture_name
21,17,343,454,0.755507,40309.5,2673.63,gesture_name
23,17,343,454,0.755507,40388,2722.5,gesture_name
27,21,343,455,0.753846,40362,2633.87,gesture_name
26,21,342,454,0.753304,40315,2657.53,gesture_name
25,20,344,455,0.756044,40277,2679.81,gesture_name
26,21,341,455,0.749451,40366,2611.24,gesture_name
25,21,341,455,0.749451,40190.5,2636.8,gesture_name
23,18,343,455,0.753846,40330.5,2646.31,gesture_name
25,20,342,455,0.751648,40313,2637.87,gesture_name
21,17,343,455,0.753846,40499,2687.67,gesture_name
22,16,342,454,0.753304,40428,2701.13,gesture_name
22,18,343,454,0.755507,40365,2658.01,gesture_name
22,16,345,453,0.761589,40260,2677.81,gesture_name
24,18,345,453,0.761589,40199.5,2702.05,gesture_name
26,21,343,452,0.75885,40163,2612.15,gesture_name
26,21,345,452,0.763274,40143,2640.5,gesture_name
26,22,346,452,0.765487,40340,2673.67,gesture_name
22,17,346,452,0.765487,40380,2671.81,gesture_name
23,20,346,452,0.765487,40253.5,2695.91,gesture_name
21,17,345,451,0.764967,40325.5,2660.6,gesture_name
25,19,345,452,0.763274,40308.5,2692.74,gesture_name
23,18,346,452,0.765487,40347,2691.61,gesture_name
25,20,344,452,0.761062,40344,2716.1,gesture_name
