numHullPoints,numDefects,bbox_width,bbox_height,aspect_ratio,area,perimeter,gesture_label
16,11,269,173,1.55491,22864.5,1166.31,labelOne.csv
13,9,269,172,1.56395,22882.5,1186.1,labelOne.csv
14,10,269,172,1.56395,22835.5,1177.62,labelOne.csv
15,11,269,173,1.55491,22882.5,1169.62,labelOne.csv
14,11,269,173,1.55491,22898.5,1159.48,labelOne.csv
13,9,269,172,1.56395,22866,1186.55,labelOne.csv
15,11,269,172,1.56395,22858.5,1175.13,labelOne.csv
15,11,269,173,1.55491,22909.5,1153.82,labelOne.csv
15,11,269,173,1.55491,22888,1173.72,labelOne.csv
14,10,269,172,1.56395,22865.5,1181.82,labelOne.csv
14,11,269,173,1.55491,22925,1163.72,labelOne.csv
15,11,269,173,1.55491,22931.5,1161.96,labelOne.csv
14,12,248,216,1.14815,24492,1220.6,labelOne.csv
17,13,248,216,1.14815,26691,1245.37,labelOne.csv
16,11,236,215,1.09767,27210,894.69,labelOne.csv
12,8,235,232,1.01293,26927,1184.51,labelOne.csv
15,11,201,250,0.804,26969.5,967.82,labelOne.csv
22,17,189,263,0.718631,27196.5,1145.08,labelOne.csv
24,19,214,276,0.775362,25912,1220.09,labelOne.csv
22,17,225,282,0.797872,26540.5,1560.3,labelOne.csv
17,13,206,287,0.71777,26704,1751.59,labelOne.csv
20,16,190,291,0.652921,26909.5,1469.16,labelOne.csv
16,11,184,293,0.627986,27721.5,1564.96,labelOne.csv
16,12,180,296,0.608108,28283,1595,labelOne.csv
17,12,180,298,0.604027,28145,1410.83,labelOne.csv
17,11,191,300,0.636667,28556,1676.25,labelOne.csv
16,11,196,302,0.649007,28844,1652.25,labelOne.csv
16,11,199,303,0.656766,28949,1684.4,labelOne.csv
16,11,193,303,0.636964,29111.5,1605.93,labelOne.csv
16,11,192,304,0.631579,28788.5,1737.81,labelOne.csv
15,11,197,305,0.645902,28901.5,1621.93,labelOne.csv
17,11,207,305,0.678689,29183.5,1845.69,labelOne.csv
15,11,196,305,0.642623,28827.5,1794.92,labelOne.csv
13,10,199,305,0.652459,28960,1774.05,labelOne.csv
15,12,201,305,0.659016,28659,1900.28,labelOne.csv
14,9,206,305,0.67541,28641,1764.2,labelOne.csv
16,11,207,305,0.678689,28818.5,1821.61,labelOne.csv
14,9,205,305,0.672131,28857.5,1856.58,labelOne.csv
17,12,198,306,0.647059,28507.5,1878.18,labelOne.csv
14,12,201,308,0.652597,28819,1875.94,labelOne.csv
16,12,208,310,0.670968,28935,1920.62,labelOne.csv
14,10,217,313,0.693291,29631.5,1832.92,labelOne.csv
14,11,211,315,0.669841,29877.5,1789.27,labelOne.csv
16,12,209,318,0.657233,29854.5,1718.98,labelOne.csv
12,10,209,321,0.65109,29967.5,1851.83,labelOne.csv
15,10,208,321,0.647975,29984,1775.17,labelOne.csv
17,12,217,321,0.676012,29376,1839.65,labelOne.csv
19,14,229,321,0.713396,29210.5,1963.23,labelOne.csv
14,9,228,322,0.708075,28732,1907.73,labelOne.csv
16,11,222,322,0.689441,28183,1993.19,labelOne.csv
18,13,204,322,0.63354,27769,1679.97,labelOne.csv
15,9,229,321,0.713396,27979.5,2037.23,labelOne.csv
15,10,201,320,0.628125,27794.5,1685.87,labelOne.csv
17,12,218,320,0.68125,27975,1894.96,labelOne.csv
18,12,217,319,0.680251,28146,1823.22,labelOne.csv
16,12,216,319,0.677116,28181,1868.48,labelOne.csv
14,9,221,318,0.694969,28059,1845.51,labelOne.csv
14,9,212,317,0.66877,27793,1838.82,labelOne.csv
17,12,192,317,0.605678,27408.5,1563.99,labelOne.csv
15,11,212,316,0.670886,27812,1838.62,labelOne.csv
17,12,211,315,0.669841,27622,1813.79,labelOne.csv
14,8,213,315,0.67619,27629,1826.82,labelOne.csv
15,11,217,315,0.688889,27708,1731.43,labelOne.csv
17,12,222,315,0.704762,27629,1818.54,labelOne.csv
14,11,224,315,0.711111,27872,1778.54,labelOne.csv
17,12,212,315,0.673016,27754,1712.4,labelOne.csv
15,11,219,315,0.695238,27737.5,1677.04,labelOne.csv
19,15,213,316,0.674051,27493,1761.02,labelOne.csv
15,11,220,316,0.696203,27538,1753.57,labelOne.csv
15,12,221,317,0.697161,27527.5,1668.56,labelOne.csv
17,12,219,316,0.693038,27615,1711.43,labelOne.csv
18,13,215,316,0.68038,27633,1723.91,labelOne.csv
18,13,219,316,0.693038,27482,1827.99,labelOne.csv
16,11,211,315,0.669841,27637,1722.88,labelOne.csv
18,14,215,315,0.68254,27603.5,1731.41,labelOne.csv
18,15,194,314,0.617834,27170.5,1581.38,labelOne.csv
15,10,220,314,0.700637,27744,1617.77,labelOne.csv
19,14,215,314,0.684713,27467.5,1856.04,labelOne.csv
17,12,215,313,0.686901,27441,1685.57,labelOne.csv
15,10,212,313,0.677316,27452.5,1693.81,labelOne.csv
16,12,215,313,0.686901,27433.5,1712.15,labelOne.csv
17,12,216,313,0.690096,27348.5,1737.81,labelOne.csv
16,11,216,313,0.690096,27373.5,1576.76,labelOne.csv
14,9,220,313,0.702875,27505,1800.82,labelOne.csv
18,12,224,312,0.717949,27389.5,1690.98,labelOne.csv
21,17,216,312,0.692308,27580.5,1675.18,labelOne.csv
19,13,214,312,0.685897,27323.5,1750.24,labelOne.csv
17,11,214,312,0.685897,27286,1696.6,labelOne.csv
13,9,222,312,0.711538,27379.5,1602.61,labelOne.csv
16,12,227,312,0.727564,27278.5,1807.41,labelOne.csv
17,11,217,312,0.695513,27391,1685.91,labelOne.csv
15,11,217,313,0.693291,27171.5,1719.67,labelOne.csv
16,12,223,313,0.71246,27402.5,1632.56,labelOne.csv
14,10,223,313,0.71246,27415,1722.74,labelOne.csv
16,11,214,313,0.683706,27421,1744.54,labelOne.csv
15,11,215,313,0.686901,27154,1709.08,labelOne.csv
15,11,192,314,0.611465,26699.5,1515.3,labelOne.csv
18,12,229,314,0.729299,27124.5,1883.21,labelOne.csv
16,11,220,314,0.700637,27280.5,1815.55,labelOne.csv
17,13,224,314,0.713376,27364,1740.05,labelOne.csv
16,12,218,314,0.694268,27062,1703.08,labelOne.csv
17,14,221,314,0.703822,27055,1796.4,labelOne.csv
15,12,225,314,0.716561,27236,1756.25,labelOne.csv
17,14,200,314,0.636943,26785.5,1699.04,labelOne.csv
15,10,225,314,0.716561,26949,1890.48,labelOne.csv
16,13,217,314,0.691083,26942,1816.54,labelOne.csv
17,15,215,314,0.684713,26841.5,1831.55,labelOne.csv
16,12,220,314,0.700637,27318,1695.77,labelOne.csv
17,12,224,314,0.713376,27036.5,1764.5,labelOne.csv
15,12,224,314,0.713376,27119.5,1791.33,labelOne.csv
16,11,216,314,0.687898,27255.5,1782.92,labelOne.csv
17,12,222,315,0.704762,27389.5,1806.78,labelOne.csv
16,11,227,315,0.720635,27478,1779.85,labelOne.csv
16,11,226,315,0.71746,27240,1759.71,labelOne.csv
16,11,224,315,0.711111,27058.5,1952.81,labelOne.csv
16,12,227,315,0.720635,27270,1825.71,labelOne.csv
17,11,205,315,0.650794,26842.5,1600.61,labelOne.csv
14,10,232,315,0.736508,27119,1978.56,labelOne.csv
16,11,230,316,0.727848,27123.5,1918.18,labelOne.csv
14,9,230,316,0.727848,27113.5,1945.98,labelOne.csv
16,11,204,316,0.64557,26900,1772.4,labelOne.csv
16,12,221,316,0.699367,27270,1914.28,labelOne.csv
17,13,224,316,0.708861,27492.5,1915.69,labelOne.csv
17,12,219,316,0.693038,27460,1843.17,labelOne.csv
15,10,199,315,0.631746,26905,1639.69,labelOne.csv
18,12,200,315,0.634921,27073.5,1643.58,labelOne.csv
19,13,202,315,0.64127,27336,1646.66,labelOne.csv
13,9,225,315,0.714286,27462,1835.85,labelOne.csv
15,11,224,315,0.711111,27481,1806.2,labelOne.csv
17,13,217,315,0.688889,27666,1825.31,labelOne.csv
15,10,216,315,0.685714,27576,1786.82,labelOne.csv
16,11,225,315,0.714286,27687,1888.76,labelOne.csv
18,12,225,315,0.714286,27714,1727.08,labelOne.csv
18,13,216,315,0.685714,27610,1704.4,labelOne.csv
19,14,221,315,0.701587,27648.5,1834.24,labelOne.csv
16,11,228,315,0.72381,27815.5,1830.44,labelOne.csv
16,11,223,315,0.707937,27697.5,1839.75,labelOne.csv
15,10,224,316,0.708861,27735,1903.79,labelOne.csv
18,13,220,316,0.696203,27415.5,1854.3,labelOne.csv
16,12,225,316,0.712025,27860,1733.43,labelOne.csv
15,10,226,317,0.712934,27858,1749.77,labelOne.csv
17,13,221,316,0.699367,27677,1767.43,labelOne.csv
15,10,222,316,0.702532,27871,1860.62,labelOne.csv
15,11,227,317,0.716088,27841.5,1765.47,labelOne.csv
18,12,222,317,0.700315,27944,1752.88,labelOne.csv
18,14,226,317,0.712934,27926.5,1753.81,labelOne.csv
18,12,227,317,0.716088,27857,1786.88,labelOne.csv
17,13,223,317,0.70347,27632.5,1825.61,labelOne.csv
18,14,221,317,0.697161,27703.5,1867.55,labelOne.csv
16,12,233,317,0.735016,28001,1858.34,labelOne.csv
14,9,229,317,0.722397,27675.5,1915.35,labelOne.csv
17,12,224,317,0.706625,27883,1817.17,labelOne.csv
18,13,226,317,0.712934,27687,1886.14,labelOne.csv
13,8,227,317,0.716088,27819.5,1866.72,labelOne.csv
15,9,227,317,0.716088,27961,1795.71,labelOne.csv
16,11,225,317,0.709779,27895.5,1717.18,labelOne.csv
16,13,197,316,0.623418,27234,1627.48,labelOne.csv
15,12,212,315,0.673016,27751,1699.77,labelOne.csv
18,14,215,310,0.693548,27448,1591.43,labelOne.csv
15,13,205,281,0.729537,25301,1457.63,labelOne.csv
18,13,195,259,0.752896,24079.5,1316.05,labelOne.csv
18,14,190,251,0.756972,22926,1425.97,labelOne.csv
12,9,268,173,1.54913,22862,1179.38,labelOne.csv
12,8,268,172,1.55814,22869,1172.55,labelOne.csv
14,10,269,172,1.56395,22813,1159.23,labelOne.csv
12,8,268,172,1.55814,22833.5,1170.79,labelOne.csv
13,9,268,173,1.54913,22867.5,1168.79,labelOne.csv
12,8,268,172,1.55814,22849.5,1162.31,labelOne.csv
16,12,269,172,1.56395,22850.5,1184.31,labelOne.csv
12,8,268,173,1.54913,22881.5,1164.31,labelOne.csv
12,9,268,173,1.54913,22864,1189.86,labelOne.csv
13,9,269,172,1.56395,22846,1162.55,labelOne.csv
14,11,269,172,1.56395,22850,1176.41,labelOne.csv
12,8,268,173,1.54913,22872,1172.55,labelOne.csv
14,10,269,172,1.56395,22848.5,1182.45,labelOne.csv
12,8,268,172,1.55814,22855.5,1187.13,labelOne.csv
13,9,268,173,1.54913,22954.5,1138.65,labelOne.csv
13,9,268,173,1.54913,22873.5,1161.82,labelOne.csv
19,15,196,255,0.768627,24050,1500.4,labelOne.csv
15,12,220,276,0.797101,25867,1613.79,labelOne.csv
19,14,218,301,0.724252,27127.5,1506.21,labelOne.csv
15,10,220,310,0.709677,27960,1578.4,labelOne.csv
15,11,238,312,0.762821,28322,1828.08,labelOne.csv
12,8,237,311,0.762058,28081.5,1861.01,labelOne.csv
19,12,236,311,0.758842,28003.5,1790.58,labelOne.csv
16,12,240,311,0.771704,27993,1860.91,labelOne.csv
17,11,235,311,0.755627,27931.5,1845.69,labelOne.csv
16,11,233,310,0.751613,27887.5,1788.44,labelOne.csv
18,13,236,311,0.758842,27784.5,1891.01,labelOne.csv
20,15,236,311,0.758842,27680,1894.42,labelOne.csv
15,11,243,310,0.783871,27505.5,2021.23,labelOne.csv
18,13,209,310,0.674194,27157.5,1686.01,labelOne.csv
16,12,242,311,0.778135,27624.5,2060.34,labelOne.csv
16,11,234,310,0.754839,27732,1788.2,labelOne.csv
14,10,240,309,0.776699,27564.5,1854.52,labelOne.csv
15,10,214,310,0.690323,27135,1752.54,labelOne.csv
14,9,241,310,0.777419,27755.5,1930.32,labelOne.csv
17,12,237,310,0.764516,27609,1854.76,labelOne.csv
15,11,237,310,0.764516,27567,1977.47,labelOne.csv
15,12,234,311,0.752412,27403.5,1833.69,labelOne.csv
16,14,237,311,0.762058,27544.5,1931.98,labelOne.csv
17,12,238,310,0.767742,27745.5,1870.52,labelOne.csv
15,11,214,311,0.688103,27222,1684.25,labelOne.csv
19,13,243,311,0.78135,27862,1880.36,labelOne.csv
16,12,212,311,0.681672,27250.5,1697.81,labelOne.csv
15,12,235,311,0.755627,27810,1772.68,labelOne.csv
16,13,229,312,0.733974,28141,1861.45,labelOne.csv
14,10,231,311,0.742765,28246.5,1747.81,labelOne.csv
18,12,221,311,0.710611,28095.5,1851.01,labelOne.csv
20,13,223,311,0.717042,28144.5,1865.15,labelOne.csv
16,11,228,311,0.733119,28245.5,1793.75,labelOne.csv
17,13,230,311,0.73955,28176.5,1851.15,labelOne.csv
18,13,227,311,0.729904,28102,1905.39,labelOne.csv
17,12,230,311,0.73955,28250.5,1821.07,labelOne.csv
19,14,224,311,0.720257,28020.5,1829.55,labelOne.csv
19,14,226,310,0.729032,28011,1818.62,labelOne.csv
17,12,231,310,0.745161,28148.5,1956.26,labelOne.csv
16,11,226,310,0.729032,28418,1944.7,labelOne.csv
17,12,225,309,0.728155,28751.5,1899.29,labelOne.csv
16,11,213,308,0.691558,29351.5,1773.41,labelOne.csv
17,12,209,308,0.678571,29495.5,1815.89,labelOne.csv
16,12,208,307,0.677524,29619.5,1786.86,labelOne.csv
16,12,204,306,0.666667,29743.5,1722.44,labelOne.csv
16,11,203,306,0.663399,30251,1904.79,labelOne.csv
15,11,208,305,0.681967,30426,1938.65,labelOne.csv
15,11,203,304,0.667763,30807.5,1814.95,labelOne.csv
16,11,203,304,0.667763,31191,1756.14,labelOne.csv
19,15,192,305,0.629508,31139.5,1756.52,labelOne.csv
15,11,191,305,0.62623,31464,1774.08,labelOne.csv
16,11,193,305,0.632787,31851.5,1761.89,labelOne.csv
16,12,192,307,0.625407,32178,1766.42,labelOne.csv
10,8,346,480,0.720833,55392,3027.4,labelOne.csv
10,8,343,480,0.714583,56021,2977.45,labelOne.csv
8,6,341,480,0.710417,74956,4586.28,labelOne.csv
10,7,340,480,0.708333,56584,2996.91,labelOne.csv
9,7,339,480,0.70625,56812,3018.42,labelOne.csv
10,7,337,480,0.702083,56928,3009.05,labelOne.csv
13,10,336,480,0.7,57036,2895.17,labelOne.csv
9,7,335,480,0.697917,76180.5,4464.98,labelOne.csv
12,9,334,480,0.695833,57759,3063.54,labelOne.csv
9,7,333,480,0.69375,77223,4545.79,labelOne.csv
10,8,333,480,0.69375,58110,3055.54,labelOne.csv
9,8,333,480,0.69375,77946,4597.73,labelOne.csv
9,7,332,480,0.691667,78916,4670.79,labelOne.csv
7,6,333,480,0.69375,78803.5,4484.86,labelOne.csv
13,9,333,480,0.69375,59195.5,2905.29,labelOne.csv
13,11,333,480,0.69375,59588,2739.57,labelOne.csv
13,9,333,480,0.69375,59525.5,2809.41,labelOne.csv
10,8,333,480,0.69375,59425,2899.94,labelOne.csv
13,10,333,480,0.69375,59652,2687.63,labelOne.csv
11,8,333,480,0.69375,58338.5,3082.47,labelOne.csv
12,10,333,480,0.69375,58254,3006.91,labelOne.csv
10,8,332,480,0.691667,78032,4892.87,labelOne.csv
11,9,331,480,0.689583,59283,2876.91,labelOne.csv
11,9,330,480,0.6875,79546,4260.51,labelOne.csv
10,8,330,480,0.6875,79481.5,4428.64,labelOne.csv
10,8,329,480,0.685417,59718.5,2725.53,labelOne.csv
9,7,329,480,0.685417,79665.5,4168.81,labelOne.csv
14,11,329,480,0.685417,59340,2963.48,labelOne.csv
13,11,329,480,0.685417,59517,2870.97,labelOne.csv
13,11,329,480,0.685417,59603,2940.02,labelOne.csv
10,8,329,480,0.685417,79790.5,4115.36,labelOne.csv
13,11,331,480,0.689583,58149,3039.4,labelOne.csv
8,6,334,480,0.695833,77869,4419.57,labelOne.csv
12,9,340,480,0.708333,57242,2886.34,labelOne.csv
12,9,348,480,0.725,56730.5,2926.38,labelOne.csv
11,9,356,480,0.741667,56105.5,2950.1,labelOne.csv
10,8,363,480,0.75625,55595,2916.89,labelOne.csv
17,11,212,320,0.6625,32334.5,1765.21,labelOne.csv
19,14,223,317,0.70347,32208,1861.39,labelOne.csv
16,11,233,312,0.746795,31132,1747.17,labelOne.csv
18,13,241,307,0.785016,30380.5,1797.35,labelOne.csv
18,14,250,303,0.825083,29375.5,1805.49,labelOne.csv
19,13,234,298,0.785235,27861.5,1807.98,labelOne.csv
18,13,262,295,0.888136,27292,2164.27,labelOne.csv
16,12,226,293,0.771331,26575.5,1656.15,labelOne.csv
20,13,230,293,0.784983,26490,1646.74,labelOne.csv
22,16,232,291,0.797251,26444.5,1716.92,labelOne.csv
18,13,226,291,0.776632,26248.5,1649.33,labelOne.csv
18,13,227,291,0.780069,26388.5,1632.21,labelOne.csv
17,13,223,285,0.782456,25455,1374.66,labelOne.csv
16,12,269,173,1.55491,22842.5,1187.76,labelOne.csv
12,8,268,172,1.55814,22856,1177.38,labelOne.csv
15,11,269,172,1.56395,22852,1177.72,labelOne.csv
15,11,269,173,1.55491,22913,1153.38,labelOne.csv
15,11,269,173,1.55491,22887.5,1178.45,labelOne.csv
14,10,269,172,1.56395,22834.5,1188.45,labelOne.csv
14,10,269,172,1.56395,22884,1170.89,labelOne.csv
16,12,269,173,1.55491,22897,1180.35,labelOne.csv
13,10,269,172,1.56395,22911,1154.41,labelOne.csv
14,11,269,172,1.56395,22863.5,1176.31,labelOne.csv
14,11,269,173,1.55491,22875,1171.03,labelOne.csv
15,13,269,173,1.55491,22961,1145.38,labelOne.csv
15,11,269,172,1.56395,22902.5,1181.13,labelOne.csv
13,9,269,172,1.56395,22878,1167.72,labelOne.csv
15,11,269,173,1.55491,22919.5,1169.28,labelOne.csv
13,10,269,172,1.56395,22903,1194.21,labelOne.csv
14,11,269,172,1.56395,22860,1165.23,labelOne.csv
14,10,269,173,1.55491,22862.5,1175.96,labelOne.csv
16,12,269,173,1.55491,22883,1164.21,labelOne.csv
15,11,269,172,1.56395,22863,1194.69,labelOne.csv
14,11,269,172,1.56395,22882.5,1197.28,labelOne.csv
19,15,220,260,0.846154,23504,1291.2,labelOne.csv
21,15,231,289,0.799308,25831,1407.97,labelOne.csv
17,13,229,296,0.773649,26188,1640.45,labelOne.csv
19,12,241,298,0.808725,26138,1672.6,labelOne.csv
16,13,235,298,0.788591,26017,1707.43,labelOne.csv
20,14,241,298,0.808725,26217,1730.25,labelOne.csv
18,14,235,299,0.785953,26379,1609.63,labelOne.csv
17,12,238,299,0.795987,26297,1669.08,labelOne.csv
17,11,238,299,0.795987,26411,1700.2,labelOne.csv
16,12,238,301,0.790698,26588,1701.43,labelOne.csv
17,11,234,303,0.772277,26631,1661.28,labelOne.csv
16,11,239,304,0.786184,26801,1651.63,labelOne.csv
19,13,240,306,0.784314,26995,1726.4,labelOne.csv
20,14,254,308,0.824675,27230.5,1749.75,labelOne.csv
17,12,240,309,0.776699,27110.5,1649.18,labelOne.csv
15,10,234,309,0.757282,27266,1583.34,labelOne.csv
17,12,234,311,0.752412,27292,1591.83,labelOne.csv
19,13,240,312,0.769231,27291,1706.05,labelOne.csv
18,12,233,312,0.746795,27173.5,1708.01,labelOne.csv
18,14,237,312,0.759615,27245,1691.91,labelOne.csv
15,11,237,312,0.759615,27278.5,1719.47,labelOne.csv
19,12,239,312,0.766026,27237,1741.37,labelOne.csv
18,12,237,312,0.759615,27101,1691.28,labelOne.csv
17,13,237,312,0.759615,27218.5,1694.84,labelOne.csv
18,12,235,312,0.753205,27194.5,1725.81,labelOne.csv
18,13,272,311,0.874598,27506,1951.68,labelOne.csv
19,14,231,312,0.740385,27163,1708.05,labelOne.csv
15,11,233,313,0.744409,27124.5,1660.21,labelOne.csv
16,12,233,313,0.744409,27237,1711.43,labelOne.csv
17,12,239,313,0.763578,27370,1762.54,labelOne.csv
15,11,253,313,0.808307,27588.5,1820.24,labelOne.csv
15,11,234,313,0.747604,27524,1718.2,labelOne.csv
18,13,232,314,0.738854,27300,1736.2,labelOne.csv
16,12,238,313,0.760383,27302,1705.08,labelOne.csv
16,13,227,310,0.732258,27056.5,1634.64,labelOne.csv
20,15,219,304,0.720395,26779.5,1444.56,labelOne.csv
20,15,207,293,0.706485,25359,1370.45,labelOne.csv
18,15,242,280,0.864286,25046,1641.45,labelOne.csv
18,14,204,268,0.761194,24132.5,1293.84,labelOne.csv
18,14,186,265,0.701887,23693,1098.95,labelOne.csv
15,12,269,173,1.55491,22884.5,1177.13,labelOne.csv
14,10,269,172,1.56395,22885.5,1185.13,labelOne.csv
13,10,269,172,1.56395,22867.5,1185.13,labelOne.csv
15,12,269,173,1.55491,22922.5,1161.13,labelOne.csv
14,10,269,173,1.55491,22886.5,1189.28,labelOne.csv
14,11,269,172,1.56395,22903,1160.41,labelOne.csv
14,10,269,172,1.56395,22885,1177.38,labelOne.csv
14,11,269,172,1.56395,22863.5,1184.45,labelOne.csv
16,12,269,173,1.55491,22897.5,1177.96,labelOne.csv
16,12,269,173,1.55491,22929.5,1172.45,labelOne.csv
16,12,269,173,1.55491,22899.5,1165.13,labelOne.csv
13,10,269,172,1.56395,22924,1170.06,labelOne.csv
14,10,269,172,1.56395,22904.5,1171.13,labelOne.csv
16,12,269,173,1.55491,22899,1171.86,labelOne.csv
13,11,269,173,1.55491,22911.5,1152.65,labelOne.csv
13,9,269,172,1.56395,22893,1190.35,labelOne.csv
13,10,269,172,1.56395,22901,1170.89,labelOne.csv
15,11,269,173,1.55491,22895.5,1173.62,labelOne.csv
15,11,269,173,1.55491,22918,1165.38,labelOne.csv
15,11,269,172,1.56395,22888.5,1154.16,labelOne.csv
14,10,269,172,1.56395,22875,1171.38,labelOne.csv
16,12,269,173,1.55491,22943.5,1177.28,labelOne.csv
13,10,269,172,1.56395,22914.5,1163.82,labelOne.csv
13,10,269,172,1.56395,22872.5,1177.96,labelOne.csv
16,12,269,173,1.55491,22901,1176.55,labelOne.csv
15,11,269,173,1.55491,22938,1177.86,labelOne.csv
14,10,269,172,1.56395,22901,1172.89,labelOne.csv
12,8,269,172,1.56395,22919.5,1172.65,labelOne.csv
15,11,269,173,1.55491,22945,1174.55,labelOne.csv
16,12,269,173,1.55491,22918.5,1177.62,labelOne.csv
15,11,269,172,1.56395,22891.5,1161.82,labelOne.csv
14,10,269,172,1.56395,22901,1169.72,labelOne.csv
15,11,269,173,1.55491,22906.5,1181.62,labelOne.csv
14,12,269,173,1.55491,22900.5,1174.79,labelOne.csv
14,11,269,172,1.56395,22908.5,1179.96,labelOne.csv
14,11,269,173,1.55491,22906.5,1169.96,labelOne.csv
14,10,269,172,1.56395,22922,1175.03,labelOne.csv
13,9,269,172,1.56395,22902,1154.41,labelOne.csv
16,12,269,173,1.55491,22917.5,1158.31,labelOne.csv
15,12,269,173,1.55491,22918,1185.18,labelOne.csv
14,11,269,172,1.56395,22888.5,1170.31,labelOne.csv
13,9,269,172,1.56395,22890,1183.86,labelOne.csv
15,11,269,173,1.55491,22918.5,1179.62,labelOne.csv
16,13,269,173,1.55491,22912,1175.86,labelOne.csv
13,10,269,172,1.56395,22889.5,1169.48,labelOne.csv
14,11,269,172,1.56395,22884,1178.55,labelOne.csv
15,12,269,173,1.55491,22924.5,1180.79,labelOne.csv
15,11,269,173,1.55491,22943.5,1147.82,labelOne.csv
13,10,269,172,1.56395,22883,1185.38,labelOne.csv
14,10,269,172,1.56395,22918,1178.06,labelOne.csv
16,13,269,173,1.55491,22950,1192.69,labelOne.csv
16,12,269,173,1.55491,22931.5,1163.62,labelOne.csv
14,10,269,172,1.56395,22868,1176.55,labelOne.csv
15,11,269,172,1.56395,22882,1174.21,labelOne.csv
16,12,269,173,1.55491,22942.5,1171.96,labelOne.csv
14,10,269,172,1.56395,22930.5,1171.82,labelOne.csv
14,11,269,172,1.56395,22888.5,1174.79,labelOne.csv
15,13,269,173,1.55491,22899.5,1188.79,labelOne.csv
16,12,269,173,1.55491,22978.5,1163.48,labelOne.csv
14,10,269,172,1.56395,22915.5,1173.48,labelOne.csv
14,10,269,172,1.56395,22774.5,1161.13,labelOne.csv
16,12,269,173,1.55491,22787,1171.86,labelOne.csv
11,7,268,173,1.54913,22796,1176.06,labelOne.csv
13,9,268,172,1.55814,22767.5,1167.13,labelOne.csv
12,8,268,172,1.55814,22774,1181.86,labelOne.csv
14,10,268,173,1.54913,22796.5,1165.82,labelOne.csv
13,10,269,172,1.56395,22785.5,1167.48,labelOne.csv
12,8,268,172,1.55814,22736.5,1173.62,labelOne.csv
15,11,269,173,1.55491,22810,1159.38,labelOne.csv
14,11,269,173,1.55491,22796,1174.69,labelOne.csv
15,11,269,172,1.56395,22797,1188.21,labelOne.csv
14,10,268,173,1.54913,22800.5,1177.96,labelOne.csv
16,12,269,173,1.55491,22811,1181.18,labelOne.csv
12,8,268,172,1.55814,22792.5,1183.62,labelOne.csv
13,9,268,172,1.55814,22763,1185.72,labelOne.csv
16,13,269,173,1.55491,22762.5,1180.1,labelOne.csv
13,9,268,173,1.54913,22814.5,1169.13,labelOne.csv
12,9,269,172,1.56395,22784,1176.21,labelOne.csv
15,11,269,172,1.56395,22779.5,1174.79,labelOne.csv
16,12,269,173,1.55491,22838.5,1161.48,labelOne.csv
12,8,268,172,1.55814,22792.5,1164.16,labelOne.csv
13,9,268,172,1.55814,22755,1184.21,labelOne.csv
15,11,269,173,1.55491,22793.5,1160.31,labelOne.csv
14,11,269,173,1.55491,22806.5,1166.79,labelOne.csv
14,10,269,172,1.56395,22792.5,1154.99,labelOne.csv
15,11,269,172,1.56395,22775.5,1169.62,labelOne.csv
14,10,268,173,1.54913,22813,1174.21,labelOne.csv
12,8,269,172,1.56395,22816.5,1179.62,labelOne.csv
13,9,268,172,1.55814,22786,1169.72,labelOne.csv
13,9,268,173,1.54913,22783,1159.72,labelOne.csv
16,12,269,173,1.55491,22778,1170.21,labelOne.csv
13,9,269,172,1.56395,22797.5,1157.48,labelOne.csv
13,9,268,172,1.55814,22799,1162.06,labelOne.csv
21,15,172,290,0.593103,24032.5,1381.99,labelOne.csv
21,18,163,309,0.527508,25042,1239.38,labelOne.csv
16,13,172,315,0.546032,25736,1461.89,labelOne.csv
18,14,187,317,0.589905,25677,1615.69,labelOne.csv
19,12,187,317,0.589905,25720.5,1573.79,labelOne.csv
16,11,189,317,0.596215,25780,1572.86,labelOne.csv
17,12,189,317,0.596215,25747,1599.28,labelOne.csv
15,12,198,317,0.624606,25583.5,1692.98,labelOne.csv
17,10,195,317,0.615142,25539.5,1557.44,labelOne.csv
18,13,195,317,0.615142,25617.5,1618.07,labelOne.csv
19,12,198,317,0.624606,25626,1677.43,labelOne.csv
16,10,195,317,0.615142,25496.5,1572.27,labelOne.csv
14,9,196,317,0.618297,25642.5,1579.44,labelOne.csv
15,12,195,317,0.615142,25726,1597.34,labelOne.csv
20,14,196,317,0.618297,25675.5,1647.53,labelOne.csv
18,13,188,317,0.59306,25446,1593.14,labelOne.csv
18,12,191,317,0.602524,25552.5,1582.76,labelOne.csv
15,10,194,317,0.611987,25502.5,1573.1,labelOne.csv
16,12,191,317,0.602524,25632,1601.69,labelOne.csv
15,9,195,317,0.615142,25678.5,1627.58,labelOne.csv
15,10,188,317,0.59306,25581.5,1578.76,labelOne.csv
16,11,191,317,0.602524,25535.5,1546.96,labelOne.csv
16,12,194,317,0.611987,25619.5,1671.04,labelOne.csv
14,10,189,317,0.596215,25639,1633.63,labelOne.csv
18,13,193,317,0.608833,25574,1606.45,labelOne.csv
18,13,192,317,0.605678,25685.5,1612.56,labelOne.csv
18,12,202,317,0.637224,25796,1650.74,labelOne.csv
15,11,197,318,0.619497,25926.5,1702.35,labelOne.csv
20,15,188,308,0.61039,25278,1335.95,labelOne.csv
18,14,184,307,0.599349,23474,1332.23,labelOne.csv
12,8,268,172,1.55814,22772.5,1179.62,labelOne.csv
