numHullPoints,numDefects,bbox_width,bbox_height,aspect_ratio,area,perimeter,gesture_label
13,8,307,333,0.921922,25928.5,1908.43,labelOne.csv
11,8,273,333,0.81982,25641.5,1635.98,labelOne.csv
11,6,271,333,0.813814,25636.5,1698.26,labelOne.csv
10,5,270,334,0.808383,25592.5,1660.95,labelOne.csv
15,9,296,335,0.883582,25926.5,1870.77,labelOne.csv
14,9,288,331,0.870091,26149.5,1855.68,labelOne.csv
17,13,268,288,0.930556,24621.5,1747.6,labelOne.csv
17,12,233,269,0.866171,24251.5,1358.5,labelOne.csv
18,14,249,270,0.922222,24420.5,1443.12,labelOne.csv
16,11,226,270,0.837037,24199,1309.43,labelOne.csv
19,13,256,283,0.904594,24077.5,1573.09,labelOne.csv
15,13,229,319,0.717868,24148,1502.99,labelOne.csv
15,10,277,332,0.834337,25632.5,1754.29,labelOne.csv
10,6,255,334,0.763473,25283,1595.88,labelOne.csv
11,7,290,334,0.868263,25516,1761.42,labelOne.csv
16,11,250,334,0.748503,25417,1623.68,labelOne.csv
16,12,238,320,0.74375,24751.5,1564.34,labelOne.csv
14,10,232,276,0.84058,24308,1257.83,labelOne.csv
18,14,222,272,0.816176,24087.5,1236.9,labelOne.csv
17,12,258,284,0.908451,24220.5,1631.72,labelOne.csv
18,13,273,320,0.853125,24969.5,1713.11,labelOne.csv
15,11,256,331,0.773414,25317,1580.16,labelOne.csv
14,11,277,328,0.844512,25825.5,1838.37,labelOne.csv
19,13,268,302,0.887417,24656.5,1789.88,labelOne.csv
19,15,222,273,0.813187,24114.5,1300.01,labelOne.csv
18,13,260,273,0.952381,24483.5,1465.41,labelOne.csv
18,13,220,298,0.738255,24064.5,1478.81,labelOne.csv
16,12,270,324,0.833333,25353.5,1769.74,labelOne.csv
13,9,242,330,0.733333,25251.5,1537.29,labelOne.csv
16,12,240,330,0.727273,25327,1557.33,labelOne.csv
17,11,264,311,0.848875,24869,1720.67,labelOne.csv
16,13,265,273,0.970696,24502.5,1518.52,labelOne.csv
16,12,247,273,0.904762,24623.5,1427.12,labelOne.csv
17,12,266,283,0.939929,24454.5,1654.69,labelOne.csv
16,12,269,317,0.84858,25208,1835.1,labelOne.csv
14,8,279,330,0.845455,25625,1756.67,labelOne.csv
20,14,277,326,0.849693,25939,1698.53,labelOne.csv
14,9,251,300,0.836667,24590.5,1581.57,labelOne.csv
19,13,263,272,0.966912,24293.5,1471.55,labelOne.csv
17,13,258,273,0.945055,24566.5,1469.41,labelOne.csv
17,13,260,272,0.955882,25028.5,1574.52,labelOne.csv
17,14,263,271,0.97048,24940,1500.48,labelOne.csv
16,12,229,272,0.841912,24603.5,1403.12,labelOne.csv
14,11,219,272,0.805147,24544,1312.8,labelOne.csv
18,14,220,272,0.808824,24149.5,1230.41,labelOne.csv
15,10,258,272,0.948529,24587.5,1476.44,labelOne.csv
16,12,222,272,0.816176,24267,1281.83,labelOne.csv
19,15,226,300,0.753333,25081.5,1294.15,labelOne.csv
19,15,240,324,0.740741,25633.5,1606.34,labelOne.csv
14,10,262,330,0.793939,25809,1730.87,labelOne.csv
14,8,288,328,0.878049,25701.5,1900.59,labelOne.csv
15,10,281,327,0.859327,25608,1853.1,labelOne.csv
14,9,239,328,0.728659,26895,1580.56,labelOne.csv
16,12,226,330,0.684848,26780,1577.79,labelOne.csv
16,11,269,332,0.810241,26758,1704.02,labelOne.csv
15,11,224,332,0.674699,26534.5,1509.41,labelOne.csv
16,12,220,334,0.658683,26514.5,1535.41,labelOne.csv
13,10,257,336,0.764881,26800,1681.73,labelOne.csv
14,9,252,335,0.752239,26611,1675.05,labelOne.csv
15,11,219,335,0.653731,26468.5,1519.75,labelOne.csv
16,11,225,336,0.669643,26657,1548.14,labelOne.csv
18,13,217,335,0.647761,26476,1479.17,labelOne.csv
17,12,219,334,0.655689,26442.5,1478.44,labelOne.csv
20,14,217,335,0.647761,26404.5,1442.64,labelOne.csv
18,12,220,334,0.658683,26617.5,1529.07,labelOne.csv
13,8,231,330,0.7,25848,1701.47,labelOne.csv
14,9,279,338,0.825444,25633,1713.42,labelOne.csv
16,11,273,347,0.786744,25312,1649.88,labelOne.csv
13,10,294,348,0.844828,25636.5,1883.26,labelOne.csv
14,9,298,348,0.856322,25620.5,1836,labelOne.csv
15,9,294,348,0.844828,25739,1823.9,labelOne.csv
12,7,267,348,0.767241,25707.5,1685.09,labelOne.csv
13,8,268,347,0.772334,25721.5,1685.09,labelOne.csv
12,7,263,347,0.757925,25736.5,1656.81,labelOne.csv
14,10,296,348,0.850575,26206.5,1983.34,labelOne.csv
17,12,259,347,0.746398,25825,1609.25,labelOne.csv
13,8,296,346,0.855491,26086,1884.18,labelOne.csv
19,14,260,347,0.74928,25823.5,1717.03,labelOne.csv
15,9,307,347,0.884726,26314,1877.36,labelOne.csv
13,7,300,344,0.872093,26574.5,1959.82,labelOne.csv
15,11,261,333,0.783784,26911.5,1735.8,labelOne.csv
15,10,276,331,0.833837,27030.5,1893.6,labelOne.csv
17,13,266,329,0.808511,27181,1738.22,labelOne.csv
15,10,269,329,0.817629,27174,1757.53,labelOne.csv
18,14,228,329,0.693009,26820.5,1509.12,labelOne.csv
16,12,260,329,0.790274,27171.5,1679.15,labelOne.csv
17,12,228,328,0.695122,26711.5,1536.09,labelOne.csv
16,11,228,328,0.695122,26616.5,1548.86,labelOne.csv
16,12,229,329,0.696049,27159.5,1625.35,labelOne.csv
16,10,269,328,0.820122,27569,1819.96,labelOne.csv
16,11,241,328,0.734756,26759,1612.28,labelOne.csv
16,11,240,329,0.729483,26778,1592.96,labelOne.csv
15,12,228,329,0.693009,26735.5,1512.92,labelOne.csv
14,9,270,329,0.820669,27015.5,1787.92,labelOne.csv
15,10,236,329,0.717325,26771.5,1586.86,labelOne.csv
14,9,225,327,0.688073,27046.5,1550.09,labelOne.csv
18,14,229,324,0.70679,26284.5,1731.52,labelOne.csv
14,10,276,326,0.846626,26612,1855.64,labelOne.csv
13,9,282,334,0.844311,26355.5,1855.06,labelOne.csv
13,8,249,337,0.738872,26009.5,1678.2,labelOne.csv
12,7,260,338,0.769231,25925,1668.44,labelOne.csv
13,9,253,338,0.748521,25984,1662.59,labelOne.csv
15,9,292,337,0.866469,26436.5,1830.91,labelOne.csv
13,8,255,336,0.758929,26110,1678.93,labelOne.csv
14,10,265,335,0.791045,26199,1754.18,labelOne.csv
16,11,254,334,0.760479,26176.5,1706.97,labelOne.csv
14,10,253,335,0.755224,26263.5,1675.31,labelOne.csv
17,12,251,335,0.749254,26094,1683.76,labelOne.csv
12,8,260,335,0.776119,26168.5,1667.66,labelOne.csv
15,11,252,335,0.752239,26266,1713.01,labelOne.csv
16,12,251,334,0.751497,26160,1676.73,labelOne.csv
15,10,251,332,0.756024,26062,1645.07,labelOne.csv
12,9,260,332,0.783133,26383.5,1777.74,labelOne.csv
15,10,288,331,0.870091,26498.5,1940.94,labelOne.csv
17,13,252,331,0.761329,26163,1778.47,labelOne.csv
15,10,247,331,0.746224,26102,1699.7,labelOne.csv
15,11,278,330,0.842424,26618.5,1858.17,labelOne.csv
15,10,249,328,0.759146,26295,1747.5,labelOne.csv
14,8,286,328,0.871951,26498,1885.04,labelOne.csv
16,12,262,329,0.796353,26355.5,1759.74,labelOne.csv
14,8,286,330,0.866667,26620,1923.04,labelOne.csv
14,9,257,330,0.778788,26230,1766.33,labelOne.csv
10,6,257,330,0.778788,26221.5,1745.26,labelOne.csv
16,11,248,329,0.753799,26271.5,1747.74,labelOne.csv
14,10,247,328,0.753049,26247.5,1753.4,labelOne.csv
16,12,247,326,0.757669,26321.5,1750.71,labelOne.csv
15,10,283,325,0.870769,26576.5,1959.91,labelOne.csv
16,11,246,324,0.759259,26374.5,1799.88,labelOne.csv
15,11,242,323,0.749226,25961.5,1708.49,labelOne.csv
16,11,232,324,0.716049,25836,1705.96,labelOne.csv
16,12,235,325,0.723077,25907,1804.1,labelOne.csv
15,10,264,324,0.814815,26135,1966.47,labelOne.csv
15,11,219,324,0.675926,27494.5,1556.24,labelOne.csv
12,9,228,325,0.701538,27511.5,1543.07,labelOne.csv
16,11,255,326,0.782209,27628.5,1744.95,labelOne.csv
15,10,255,325,0.784615,27665,1705.53,labelOne.csv
14,10,228,326,0.699387,27405.5,1569.55,labelOne.csv
14,11,230,327,0.703364,27420.5,1573.41,labelOne.csv
16,10,264,326,0.809816,27580.5,1673.35,labelOne.csv
16,11,222,326,0.680982,27353.5,1556.24,labelOne.csv
17,12,222,327,0.678899,27449,1557.17,labelOne.csv
13,10,231,327,0.706422,27397,1516.54,labelOne.csv
16,12,221,326,0.677914,27348,1499.22,labelOne.csv
16,12,222,327,0.678899,27341.5,1568.24,labelOne.csv
15,11,224,327,0.685015,27315,1499.37,labelOne.csv
14,10,231,327,0.706422,27537.5,1564.92,labelOne.csv
13,9,249,326,0.763804,27618,1640.28,labelOne.csv
17,12,258,327,0.788991,27831,1722.36,labelOne.csv
15,10,258,327,0.788991,27743,1680.7,labelOne.csv
17,12,221,327,0.675841,27640.5,1513.75,labelOne.csv
17,11,261,327,0.798165,26033.5,1859.31,labelOne.csv
13,9,222,327,0.678899,25785,1671.19,labelOne.csv
16,11,259,326,0.794479,26032.5,1826,labelOne.csv
16,10,260,326,0.797546,25954.5,1830.34,labelOne.csv
13,8,234,326,0.717791,25807,1728.36,labelOne.csv
15,12,227,326,0.696319,25797.5,1726.06,labelOne.csv
16,12,230,325,0.707692,25810,1649.88,labelOne.csv
15,11,228,325,0.701538,25745,1665.53,labelOne.csv
16,12,237,326,0.726994,25812.5,1738.55,labelOne.csv
17,13,228,326,0.699387,25659.5,1685.92,labelOne.csv
18,12,229,325,0.704615,25756.5,1664.12,labelOne.csv
17,12,240,326,0.736196,25730,1737.82,labelOne.csv
15,11,228,326,0.699387,25644,1688.16,labelOne.csv
18,13,228,326,0.699387,25573,1648.36,labelOne.csv
15,11,238,326,0.730061,25742.5,1756.69,labelOne.csv
15,10,265,326,0.812883,26092,1878.53,labelOne.csv
13,10,238,326,0.730061,25777,1793.07,labelOne.csv
15,10,227,325,0.698462,25617.5,1634.81,labelOne.csv
16,11,236,326,0.723926,25777,1735.82,labelOne.csv
19,13,264,326,0.809816,26051.5,1926.08,labelOne.csv
18,13,226,326,0.693252,25737.5,1708.75,labelOne.csv
17,12,226,326,0.693252,25671,1708.02,labelOne.csv
14,11,237,327,0.724771,25762,1744.5,labelOne.csv
16,12,226,326,0.693252,25650.5,1685.29,labelOne.csv
15,10,235,325,0.723077,25697.5,1736.06,labelOne.csv
15,10,236,326,0.723926,25725.5,1735.57,labelOne.csv
18,12,264,326,0.809816,26025.5,1843.66,labelOne.csv
14,10,237,326,0.726994,25725.5,1738.4,labelOne.csv
17,12,255,326,0.782209,25863.5,1864,labelOne.csv
14,10,237,327,0.724771,25776,1724.5,labelOne.csv
15,11,270,326,0.828221,26045,2004.27,labelOne.csv
16,12,228,326,0.699387,25653,1733.96,labelOne.csv
14,10,270,326,0.828221,25929.5,1918.43,labelOne.csv
16,10,264,326,0.809816,25981.5,1869.8,labelOne.csv
16,12,227,326,0.696319,25696,1733.96,labelOne.csv
16,11,228,326,0.699387,25737,1698.16,labelOne.csv
18,12,264,327,0.807339,26002.5,1863.8,labelOne.csv
16,11,264,326,0.809816,26029,1857.07,labelOne.csv
19,14,228,326,0.699387,25695,1729.47,labelOne.csv
15,12,263,326,0.806748,26027.5,1922.29,labelOne.csv
15,11,235,326,0.720859,25810.5,1778.69,labelOne.csv
15,11,267,325,0.821538,26076,1954.61,labelOne.csv
14,10,269,325,0.827692,26030,1953.16,labelOne.csv
14,10,235,325,0.723077,25699,1747.96,labelOne.csv
14,11,227,325,0.698462,25729,1710.3,labelOne.csv
16,11,267,325,0.821538,26017.5,1861.94,labelOne.csv
16,12,229,325,0.704615,25706,1688.02,labelOne.csv
16,12,269,326,0.825153,26191,1936.13,labelOne.csv
12,8,269,325,0.827692,26115,1891.5,labelOne.csv
17,13,229,325,0.704615,25769,1711.82,labelOne.csv
17,12,223,325,0.686154,27706.5,1525.07,labelOne.csv
15,11,233,324,0.719136,27621,1520.82,labelOne.csv
18,13,226,323,0.69969,27375.5,1550.86,labelOne.csv
16,11,232,323,0.718266,27461.5,1514.24,labelOne.csv
16,12,224,324,0.691358,27438,1527.99,labelOne.csv
18,13,223,324,0.688272,27415.5,1473.75,labelOne.csv
16,11,232,324,0.716049,27356,1490.2,labelOne.csv
15,9,260,324,0.802469,27649,1710.02,labelOne.csv
15,12,233,325,0.716923,27528,1567.45,labelOne.csv
16,11,260,324,0.802469,27800.5,1670.95,labelOne.csv
15,10,260,324,0.802469,27870,1685.88,labelOne.csv
15,12,261,325,0.803077,25987,1874.53,labelOne.csv
18,15,224,325,0.689231,25549.5,1702.75,labelOne.csv
14,9,262,324,0.808642,26019.5,1886.97,labelOne.csv
15,11,262,325,0.806154,26027.5,1894.08,labelOne.csv
16,11,268,325,0.824615,26006.5,2006.51,labelOne.csv
15,10,259,325,0.796923,25827.5,1838.14,labelOne.csv
16,12,235,325,0.723077,25675.5,1747.03,labelOne.csv
17,12,236,325,0.726154,25672,1731.13,labelOne.csv
17,11,263,325,0.809231,26027,1946.95,labelOne.csv
13,10,235,324,0.725309,25668.5,1752.89,labelOne.csv
17,13,233,325,0.716923,25769,1716.16,labelOne.csv
16,12,233,325,0.716923,25668.5,1737.23,labelOne.csv
14,10,267,325,0.821538,26114,1977.78,labelOne.csv
17,13,265,325,0.815385,26073,1856.73,labelOne.csv
15,11,261,325,0.803077,25921,1905.7,labelOne.csv
17,14,226,325,0.695385,25625.5,1733.86,labelOne.csv
17,13,226,325,0.695385,25650,1692.99,labelOne.csv
15,11,268,325,0.824615,25869,1936.33,labelOne.csv
16,11,260,325,0.8,25475,1867.58,labelOne.csv
15,10,239,324,0.737654,25133.5,1630.89,labelOne.csv
17,12,279,323,0.863777,25428.5,1817,labelOne.csv
13,9,246,322,0.763975,25765.5,1615.52,labelOne.csv
16,12,282,320,0.88125,26174,1810.61,labelOne.csv
13,11,242,319,0.758621,25522.5,1577.37,labelOne.csv
16,11,247,320,0.771875,25160,1585.13,labelOne.csv
16,12,239,322,0.742236,24908,1525.33,labelOne.csv
16,10,273,324,0.842593,24646.5,1731.4,labelOne.csv
14,11,245,321,0.76324,24492,1513.13,labelOne.csv
16,11,271,318,0.852201,24712,1732.13,labelOne.csv
15,11,270,316,0.85443,24768,1701.7,labelOne.csv
15,10,269,314,0.856688,24793,1725.84,labelOne.csv
19,14,274,314,0.872611,24843.5,1656.29,labelOne.csv
16,10,266,312,0.852564,24559.5,1632.83,labelOne.csv
14,9,269,309,0.87055,24609.5,1626.49,labelOne.csv
15,10,267,307,0.869707,24522.5,1729.88,labelOne.csv
20,14,265,302,0.877483,24326,1707.84,labelOne.csv
18,13,265,290,0.913793,24224.5,1713.31,labelOne.csv
21,15,265,280,0.946429,23967.5,1787.94,labelOne.csv
19,16,257,276,0.931159,23864,1672.65,labelOne.csv
18,13,259,274,0.945255,24394.5,1590.52,labelOne.csv
17,12,249,274,0.908759,24489.5,1545.41,labelOne.csv
15,12,251,274,0.916058,24275,1485.51,labelOne.csv
20,14,261,274,0.952555,24220.5,1538.38,labelOne.csv
15,11,256,274,0.934307,24169,1510.82,labelOne.csv
15,12,250,274,0.912409,24372,1491.51,labelOne.csv
16,12,255,273,0.934066,24286,1506.68,labelOne.csv
21,15,255,273,0.934066,24317,1481.51,labelOne.csv
19,13,255,274,0.930657,24281.5,1508.72,labelOne.csv
19,14,258,275,0.938182,24382.5,1544.04,labelOne.csv
18,13,251,289,0.868512,23904,1661.62,labelOne.csv
16,11,259,299,0.866221,24064.5,1623.17,labelOne.csv
14,10,260,303,0.858086,24184.5,1741.74,labelOne.csv
17,13,261,304,0.858553,24040,1782.61,labelOne.csv
16,11,262,305,0.859016,24021,1661.21,labelOne.csv
12,7,268,306,0.875817,24240.5,1744.37,labelOne.csv
17,12,256,305,0.839344,24284,1648.39,labelOne.csv
17,12,261,304,0.858553,24071,1725.36,labelOne.csv
15,10,264,303,0.871287,23994,1717.36,labelOne.csv
16,11,255,302,0.844371,24178,1587.76,labelOne.csv
18,13,261,300,0.87,24038.5,1687.46,labelOne.csv
19,15,264,297,0.888889,23937.5,1766.91,labelOne.csv
16,12,260,295,0.881356,24168.5,1731.94,labelOne.csv
18,13,265,291,0.910653,24007.5,1708.97,labelOne.csv
15,11,264,284,0.929577,23735.5,1666.06,labelOne.csv
20,16,259,276,0.938406,23929.5,1729.66,labelOne.csv
21,15,261,276,0.945652,24446,1554.14,labelOne.csv
20,15,259,276,0.938406,23897,1665.82,labelOne.csv
18,13,261,275,0.949091,24350,1573.79,labelOne.csv
17,14,250,274,0.912409,24201,1502.2,labelOne.csv
20,14,258,274,0.941606,24483.5,1444.98,labelOne.csv
19,14,256,273,0.937729,24414.5,1486.44,labelOne.csv
19,14,249,273,0.912088,24403,1410.25,labelOne.csv
20,14,249,273,0.912088,24312.5,1485.41,labelOne.csv
19,14,252,273,0.923077,24260.5,1531.41,labelOne.csv
18,14,262,272,0.963235,24319,1548.48,labelOne.csv
21,15,258,273,0.945055,24371,1530.96,labelOne.csv
18,14,261,273,0.956044,24255,1505.65,labelOne.csv
21,16,259,273,0.948718,24223.5,1603.49,labelOne.csv
21,15,258,273,0.945055,24252.5,1527.41,labelOne.csv
17,15,251,273,0.919414,24272.5,1515.55,labelOne.csv
18,14,254,273,0.930403,24513.5,1521.55,labelOne.csv
21,17,248,274,0.905109,24360.5,1475.12,labelOne.csv
18,14,254,274,0.927007,24313,1562.96,labelOne.csv
18,14,247,274,0.90146,24363,1391.77,labelOne.csv
19,16,254,273,0.930403,24420.5,1519.41,labelOne.csv
17,13,254,273,0.930403,24395,1529.65,labelOne.csv
19,14,257,274,0.937956,24309,1507.99,labelOne.csv
18,14,254,273,0.930403,24432.5,1477.95,labelOne.csv
18,14,254,273,0.930403,24409.5,1484.78,labelOne.csv
15,12,254,273,0.930403,24316.5,1521.21,labelOne.csv
16,11,254,273,0.930403,24420,1522.82,labelOne.csv
17,13,248,273,0.908425,24377.5,1509.75,labelOne.csv
17,14,260,274,0.948905,24341.5,1617.98,labelOne.csv
19,14,254,274,0.927007,24394.5,1513.07,labelOne.csv
18,15,248,274,0.905109,24430.5,1527.07,labelOne.csv
20,18,253,274,0.923358,24322,1477.37,labelOne.csv
15,11,258,274,0.941606,24228,1522.82,labelOne.csv
19,15,253,274,0.923358,24396.5,1500.24,labelOne.csv
20,14,256,278,0.920863,23874,1734.79,labelOne.csv
21,16,255,284,0.897887,23876.5,1663.23,labelOne.csv
16,12,255,288,0.885417,23802,1681.62,labelOne.csv
18,12,249,289,0.861592,23969.5,1583.23,labelOne.csv
16,11,250,289,0.865052,23891.5,1650.2,labelOne.csv
16,13,256,290,0.882759,24102,1641.62,labelOne.csv
15,11,257,291,0.883162,23901.5,1700.14,labelOne.csv
15,10,257,291,0.883162,23944,1602.65,labelOne.csv
17,12,263,291,0.90378,23931.5,1699.11,labelOne.csv
20,15,260,292,0.890411,24042.5,1735.11,labelOne.csv
18,13,264,292,0.90411,24110.5,1740.08,labelOne.csv
14,12,257,292,0.880137,23842,1654.59,labelOne.csv
19,13,257,292,0.880137,23802.5,1665.17,labelOne.csv
19,13,260,292,0.890411,23998,1620.79,labelOne.csv
17,12,257,292,0.880137,23910.5,1666.49,labelOne.csv
17,12,257,292,0.880137,23965,1705.42,labelOne.csv
17,13,257,292,0.880137,24144,1630.65,labelOne.csv
18,13,257,292,0.880137,24203.5,1617.03,labelOne.csv
18,14,261,292,0.893836,23847.5,1697.31,labelOne.csv
19,14,242,292,0.828767,23358,1573.47,labelOne.csv
14,10,269,172,1.56395,23220,1145.09,labelOne.csv
16,12,250,292,0.856164,23528.5,1645.86,labelOne.csv
15,11,269,173,1.55491,23068.5,1178.79,labelOne.csv
14,10,269,172,1.56395,23072,1155.09,labelOne.csv
13,9,269,172,1.56395,23069,1157.92,labelOne.csv
16,12,269,173,1.55491,23067.5,1173.13,labelOne.csv
15,11,269,172,1.56395,23080.5,1166.31,labelOne.csv
13,9,269,172,1.56395,23058.5,1176.31,labelOne.csv
15,11,269,173,1.55491,23058,1166.06,labelOne.csv
15,11,269,173,1.55491,23098,1162.21,labelOne.csv
14,10,269,172,1.56395,23060.5,1172.16,labelOne.csv
14,10,269,172,1.56395,23034,1170.06,labelOne.csv
14,10,269,173,1.55491,23107,1172.69,labelOne.csv
14,10,269,172,1.56395,23076.5,1174.31,labelOne.csv
14,10,269,172,1.56395,23064,1170.55,labelOne.csv
14,9,269,172,1.56395,23066.5,1173.76,labelOne.csv
15,11,269,173,1.55491,23224,1170.21,labelOne.csv
14,10,269,172,1.56395,23216,1153.58,labelOne.csv
20,15,256,292,0.876712,24171,1684.24,labelOne.csv
16,11,256,292,0.876712,24117,1710.87,labelOne.csv
16,11,313,292,1.07192,25460.5,2087.3,labelOne.csv
14,11,262,292,0.89726,24754,1719.42,labelOne.csv
16,12,262,292,0.89726,24650.5,1620.4,labelOne.csv
14,10,313,292,1.07192,25825,2061.46,labelOne.csv
14,12,334,293,1.13993,26835.5,2182.62,labelOne.csv
16,11,330,292,1.13014,27119.5,2197.73,labelOne.csv
15,12,331,292,1.13356,26977,2169.89,labelOne.csv
13,8,330,292,1.13014,26871,2155.2,labelOne.csv
13,10,330,293,1.12628,27053.5,2082.54,labelOne.csv
13,8,478,293,1.6314,54452.5,3585.42,labelOne.csv
13,9,478,293,1.6314,58384,3284.01,labelOne.csv
13,8,478,293,1.6314,58699,3432.44,labelOne.csv
13,10,478,293,1.6314,58778,3479.89,labelOne.csv
14,9,478,293,1.6314,58488.5,3504.56,labelOne.csv
12,9,478,293,1.6314,58568.5,3311.28,labelOne.csv
12,8,478,293,1.6314,58480.5,3565.39,labelOne.csv
12,8,478,293,1.6314,58830,3246.9,labelOne.csv
15,10,478,293,1.6314,58742.5,3243.14,labelOne.csv
12,9,478,293,1.6314,58083,3675.12,labelOne.csv
13,8,478,293,1.6314,58782,3533.98,labelOne.csv
13,9,478,293,1.6314,58398,3602.95,labelOne.csv
11,6,478,292,1.63699,58702,3468.52,labelOne.csv
12,8,478,292,1.63699,58587,3314.84,labelOne.csv
12,7,478,292,1.63699,58583.5,3641.48,labelOne.csv
13,8,478,292,1.63699,54642.5,3841.1,labelOne.csv
13,8,478,292,1.63699,51093.5,3540.91,labelOne.csv
12,8,478,292,1.63699,51182.5,3550.16,labelOne.csv
11,7,478,292,1.63699,51050,3477.49,labelOne.csv
17,12,329,292,1.12671,27201.5,2034.39,labelOne.csv
18,13,329,292,1.12671,27086,2094.92,labelOne.csv
17,12,329,292,1.12671,26765.5,2068.05,labelOne.csv
19,14,320,292,1.09589,26970.5,2149.93,labelOne.csv
11,6,478,292,1.63699,50785,3620.06,labelOne.csv
11,7,478,292,1.63699,51137.5,3480.08,labelOne.csv
14,10,478,292,1.63699,51125.5,3822.81,labelOne.csv
17,12,317,292,1.08562,26599.5,2101.16,labelOne.csv
16,12,330,292,1.13014,27070.5,2172.48,labelOne.csv
18,13,330,292,1.13014,26877,2194.32,labelOne.csv
20,14,329,292,1.12671,26857.5,2079.71,labelOne.csv
19,13,320,292,1.09589,26690,2109.26,labelOne.csv
12,7,478,292,1.63699,50715.5,3599.27,labelOne.csv
14,10,478,292,1.63699,50729.5,3588.36,labelOne.csv
11,7,478,291,1.64261,50770.5,3725.64,labelOne.csv
15,10,326,291,1.12027,26832,2015.32,labelOne.csv
19,14,320,292,1.09589,26726,2101.12,labelOne.csv
15,11,330,291,1.13402,26840,2131.2,labelOne.csv
16,11,318,291,1.09278,26380.5,2228.76,labelOne.csv
15,10,330,291,1.13402,26911,2153.89,labelOne.csv
11,7,478,292,1.63699,50572.5,3441.45,labelOne.csv
16,10,330,291,1.13402,26823.5,2182.96,labelOne.csv
18,12,330,291,1.13402,26601.5,2084.19,labelOne.csv
17,13,330,291,1.13402,26834,2181.69,labelOne.csv
15,10,329,290,1.13448,27006,2130.09,labelOne.csv
19,13,327,282,1.15957,26684,2121.46,labelOne.csv
19,14,326,277,1.1769,27096.5,1995,labelOne.csv
12,8,473,277,1.70758,51237,3643.72,labelOne.csv
18,12,324,277,1.16968,27153.5,2088.11,labelOne.csv
13,8,473,277,1.70758,51154,3300.41,labelOne.csv
12,8,473,277,1.70758,51473,3219.5,labelOne.csv
17,12,324,276,1.17391,26945.5,2030.85,labelOne.csv
16,11,325,276,1.17754,27114.5,2037.62,labelOne.csv
16,12,326,276,1.18116,27286,1910.18,labelOne.csv
14,9,474,277,1.71119,51677,3281.39,labelOne.csv
13,8,474,277,1.71119,51447,3542.52,labelOne.csv
18,13,326,281,1.16014,26829.5,2268.9,labelOne.csv
17,12,328,290,1.13103,26829,2156.86,labelOne.csv
13,8,478,297,1.60943,51352.5,3381.59,labelOne.csv
12,7,480,302,1.5894,50977,3635.66,labelOne.csv
11,7,481,307,1.56678,50981.5,3577.62,labelOne.csv
13,9,483,311,1.55305,51249,3396.18,labelOne.csv
12,8,484,314,1.5414,50998.5,3428.28,labelOne.csv
13,9,323,317,1.01893,27093.5,2088.48,labelOne.csv
11,7,485,320,1.51562,51743,3504.89,labelOne.csv
11,7,339,324,1.0463,27714.5,2273.87,labelOne.csv
13,8,340,327,1.03976,27799.5,2156.13,labelOne.csv
14,9,343,330,1.03939,27755.5,2058.05,labelOne.csv
11,6,345,332,1.03916,27988.5,2193.79,labelOne.csv
12,7,497,334,1.48802,52108,3503.55,labelOne.csv
13,8,342,335,1.0209,27816,2101.46,labelOne.csv
12,8,355,336,1.05655,28196,2224.38,labelOne.csv
10,5,357,336,1.0625,28319.5,2290.9,labelOne.csv
11,6,362,336,1.07738,28080.5,2212.68,labelOne.csv
13,8,350,337,1.03858,27716.5,2234.62,labelOne.csv
13,9,351,337,1.04154,27844,2274.8,labelOne.csv
14,9,352,337,1.04451,28168.5,2171.16,labelOne.csv
15,10,363,337,1.07715,28262.5,2292.28,labelOne.csv
12,8,363,337,1.07715,28263,2349.97,labelOne.csv
13,8,363,337,1.07715,28037,2252.58,labelOne.csv
13,7,354,337,1.05045,27952,2181.12,labelOne.csv
14,9,512,338,1.51479,52001,3876.03,labelOne.csv
11,8,364,338,1.07692,28324,2224.72,labelOne.csv
13,9,364,338,1.07692,27890,2251.06,labelOne.csv
14,9,354,338,1.04734,27988,2177.41,labelOne.csv
11,6,511,338,1.51183,52029.5,3692.79,labelOne.csv
12,7,511,338,1.51183,52599,3593.98,labelOne.csv
13,8,363,338,1.07396,28453.5,2366.36,labelOne.csv
13,8,362,338,1.07101,28225.5,2189.99,labelOne.csv
10,5,351,338,1.03846,27815.5,2216.19,labelOne.csv
12,7,511,338,1.51183,52132.5,3684.45,labelOne.csv
14,10,512,338,1.51479,52540,3844.23,labelOne.csv
12,8,354,338,1.04734,28183.5,2138.05,labelOne.csv
12,7,365,338,1.07988,28476,2321.15,labelOne.csv
11,7,369,338,1.09172,28394,2282.58,labelOne.csv
12,7,367,338,1.0858,28775,2280.86,labelOne.csv
12,7,369,338,1.09172,28946.5,2280.13,labelOne.csv
14,10,517,338,1.52959,52578.5,3561.45,labelOne.csv
13,8,369,338,1.09172,28831.5,2279.16,labelOne.csv
12,8,519,338,1.5355,52570.5,3880.67,labelOne.csv
16,12,372,338,1.10059,28942.5,2260.48,labelOne.csv
12,8,519,338,1.5355,52915.5,3774.73,labelOne.csv
13,8,371,339,1.0944,29151,2218.78,labelOne.csv
12,7,371,339,1.0944,29165,2219.26,labelOne.csv
14,8,371,339,1.0944,29059,2335.89,labelOne.csv
12,7,370,339,1.09145,29075.5,2234.68,labelOne.csv
14,10,519,339,1.53097,52993,3791.6,labelOne.csv
