exposureValue,focusValue,autofocusEnabled,setAperature,brightnessValue,contrastValue,saturationValue,gainValue,sharpnessValue,backlightCompensation,whiteBalanceAuto,whiteBalanceTemperature
3,30,1,3,128,128,128,255,128,0,1,4000
